02,79794413530,1711230741161,1711231469161
02,79628509461,1711230761161,1711231210161
01,79464398688,1711230772161,1711232384161
01,79481985824,1711230775161,1711232314161
01,79186270977,1711230783160,1711232794160
01,79556669109,1711230789160,1711232885160
01,79556669109,1711230792160,1711231566160
02,79345662844,1711230793161,1711232166161
02,79432514476,1711230795161,1711233764161
02,79464398688,1711230795161,1711231168161
02,79501539351,1711230800161,1711230865161
01,79345662844,1711230808161,1711232699161
01,79481985824,1711230812161,1711231337161
01,79628509461,1711230817161,1711233515161
02,79172406531,1711230821161,1711232211161
01,79372779198,1711230833161,1711233098161
01,79366464833,1711230834160,1711232660160
02,79794413530,1711230842161,1711232780161
01,79234790496,1711230875161,1711232611161
02,79784611858,1711230886160,1711233769160
02,79186270977,1711230892160,1711232997160
01,79234790496,1711230892161,1711231177161
02,79784611858,1711230897160,1711233963160
02,79794413530,1711230902160,1711233019160
01,79481985824,1711230902161,1711231981161
01,79556669109,1711230918160,1711233224160
02,79784611858,1711230929160,1711231529160
02,79345662844,1711230931161,1711234026161
02,79114819185,1711230938160,1711232695160
02,79842785814,1711230944161,1711231400161
02,79544967932,1711230950161,1711231118161
02,79366464833,1711230952160,1711233559160
01,79481985824,1711230956161,1711232960161
01,79172406531,1711230959161,1711234266161
01,79366464833,1711230966160,1711232872160
02,79186270977,1711230968160,1711232917160
02,79573534878,1711230997161,1711233208161
02,79842785814,1711231005161,1711231358161
02,79794413530,1711231020161,1711231285161
01,79114819185,1711231024160,1711233899160
01,79464398688,1711231033161,1711232680161
01,79213430653,1711231049161,1711232712161
02,79628509461,1711231053161,1711232818161
01,79186270977,1711231060160,1711231716160
02,79573534878,1711231071161,1711231412161
01,79186270977,1711231090160,1711232643160
01,79172406531,1711231099161,1711232388161
02,79784611858,1711231106160,1711233762160
01,79794413530,1711231108160,1711232046160
01,79544967932,1711231113161,1711232545161
02,79345662844,1711231117161,1711232683161
02,79345662844,1711231127161,1711231563161
01,79544967932,1711231142161,1711233459161
02,79366464833,1711231150160,1711232728160
01,79213430653,1711231159161,1711233679161
01,79366464833,1711231162160,1711231945160
01,79573534878,1711231164161,1711232454161
01,79784611858,1711231167160,1711233380160
02,79464398688,1711231170161,1711233060161
01,79544967932,1711231172161,1711231699161
02,79172406531,1711231173161,1711231827161
02,79268489450,1711231182161,1711232195161
02,79544967932,1711231182161,1711231528161
02,79501539351,1711231185161,1711232289161
02,79628509461,1711231191161,1711232692161
01,79573534878,1711231203161,1711232547161
02,79481985824,1711231204161,1711231964161
02,79556669109,1711231205160,1711232293160
02,79268489450,1711231213161,1711233674161
02,79573534878,1711231234161,1711232064161
02,79573534878,1711231254161,1711233234161
01,79186270977,1711231259160,1711232002160
02,79234790496,1711231264161,1711234203161
01,79213430653,1711231269161,1711234206161
01,79432514476,1711231277161,1711232923161
01,79172406531,1711231284161,1711231735161
02,79842785814,1711231286161,1711232586161
01,79372779198,1711231290161,1711231756161
02,79464398688,1711231295161,1711234067161
01,79114819185,1711231300160,1711233448160
02,79501539351,1711231303161,1711232586161
02,79842785814,1711231314161,1711232702161
02,79186270977,1711231318160,1711232274160
01,79544967932,1711231320161,1711233081161
02,79573534878,1711231328161,1711231584161
02,79544967932,1711231339161,1711233724161
01,79842785814,1711231340161,1711234100161
02,79268489450,1711231343161,1711233360161
01,79213430653,1711231344161,1711233487161
01,79842785814,1711231346161,1711233804161
01,79366464833,1711231349160,1711232375160
01,79481985824,1711231351161,1711232347161
02,79784611858,1711231365160,1711232300160
02,79481985824,1711231369161,1711232443161
01,79372779198,1711231386161,1711232738161
01,79372779198,1711231386161,1711232715161
02,79345662844,1711231387161,1711233598161
01,79794413530,1711231404160,1711233064160
01,79794413530,1711231408161,1711231717161
02,79114819185,1711231412160,1711234182160
01,79501539351,1711231428161,1711233993161
02,79464398688,1711231439161,1711232988161
02,79345662844,1711231439161,1711233052161
02,79114819185,1711231441160,1711231913160
02,79268489450,1711231452161,1711231794161
02,79464398688,1711231454161,1711233748161
01,79366464833,1711231465160,1711233175160
02,79172406531,1711231480161,1711231904161
02,79345662844,1711231492161,1711231841161
01,79573534878,1711231499161,1711231679161
02,79432514476,1711231516161,1711233266161
02,79366464833,1711231518160,1711232134160
02,79842785814,1711231533161,1711234064161
02,79481985824,1711231537161,1711232094161
01,79464398688,1711231547161,1711232697161
02,79234790496,1711231552161,1711231722161
01,79481985824,1711231557161,1711231564161
01,79268489450,1711231562161,1711231628161
01,79464398688,1711231575161,1711232282161
02,79345662844,1711231578161,1711232186161
01,79432514476,1711231585161,1711232412161
02,79213430653,1711231586161,1711232833161
02,79213430653,1711231594161,1711234128161
01,79432514476,1711231595161,1711233937161
01,79481985824,1711231602161,1711233387161
02,79556669109,1711231605160,1711234315160
02,79544967932,1711231624161,1711233051161
02,79372779198,1711231632161,1711234141161
01,79366464833,1711231636160,1711232977160
01,79794413530,1711231653161,1711234261161
02,79372779198,1711231656161,1711233820161
02,79556669109,1711231661160,1711232913160
01,79784611858,1711231670160,1711234084160
01,79234790496,1711231670161,1711232464161
02,79345662844,1711231676161,1711232802161
01,79501539351,1711231677161,1711232558161
02,79794413530,1711231683160,1711232917160
01,79628509461,1711231690161,1711234084161
02,79544967932,1711231699161,1711233723161
02,79345662844,1711231706161,1711234141161
02,79345662844,1711231711161,1711234135161
01,79842785814,1711231717161,1711233127161
01,79501539351,1711231717161,1711232389161
01,79172406531,1711231738161,1711232580161
02,79556669109,1711231748160,1711233097160
01,79213430653,1711231749161,1711232329161
02,79234790496,1711231751161,1711234172161
01,79234790496,1711231757161,1711232230161
01,79345662844,1711231767161,1711231973161
01,79213430653,1711231773161,1711232512161
02,79372779198,1711231801161,1711232847161
01,79432514476,1711231858161,1711232924161
02,79842785814,1711231860161,1711233384161
02,79172406531,1711231867161,1711232877161
01,79556669109,1711231869160,1711232846160
02,79186270977,1711231872160,1711232360160
02,79784611858,1711231875160,1711232722160
01,79842785814,1711231888161,1711233710161
02,79213430653,1711231895161,1711234085161
02,79366464833,1711231899160,1711232847160
02,79172406531,1711231931161,1711232288161
02,79268489450,1711231967161,1711232700161
02,79372779198,1711231972161,1711234153161
01,79501539351,1711231978161,1711232840161
02,79234790496,1711231979161,1711231998161
01,79366464833,1711231985160,1711232358160
02,79432514476,1711232002161,1711233767161
02,79573534878,1711232005161,1711232813161
01,79481985824,1711232032161,1711233850161
02,79628509461,1711232038161,1711232673161
02,79628509461,1711232042161,1711232821161
01,79234790496,1711232046161,1711232874161
02,79345662844,1711232076161,1711233079161
01,79234790496,1711232077161,1711233970161
02,79628509461,1711232080161,1711233762161
01,79213430653,1711232125161,1711234329161
01,79544967932,1711232127161,1711232371161
01,79842785814,1711232135161,1711233036161
02,79842785814,1711232165161,1711233568161
01,79432514476,1711232190161,1711232341161
02,79501539351,1711232191161,1711232981161
01,79794413530,1711232192161,1711233804161
01,79556669109,1711232202160,1711232940160
01,79345662844,1711232217161,1711232513161
02,79794413530,1711232236160,1711232633160
02,79213430653,1711232238161,1711232563161
01,79114819185,1711232267160,1711232690160
01,79432514476,1711232272161,1711232547161
01,79481985824,1711232280161,1711233917161
01,79481985824,1711232286161,1711233352161
02,79794413530,1711232287160,1711232877160
02,79186270977,1711232322160,1711233468160
01,79784611858,1711232329160,1711232968160
01,79172406531,1711232336161,1711233661161
02,79432514476,1711232352161,1711232386161
02,79628509461,1711232354161,1711233605161
01,79556669109,1711232383160,1711233106160
02,79213430653,1711232385161,1711233131161
01,79544967932,1711232398161,1711232580161
02,79366464833,1711232423160,1711232875160
01,79114819185,1711232438160,1711232908160
02,79544967932,1711232458161,1711234277161
01,79556669109,1711232461160,1711232763160
01,79501539351,1711232473161,1711233786161
01,79784611858,1711232478160,1711233534160
02,79372779198,1711232479161,1711233546161
01,79432514476,1711232487161,1711233506161
01,79464398688,1711232505161,1711233914161
01,79784611858,1711232523160,1711233280160
01,79481985824,1711232528161,1711233137161
02,79268489450,1711232544161,1711233865161
01,79234790496,1711232549161,1711233034161
01,79172406531,1711232599161,1711233176161
01,79501539351,1711232627161,1711233408161
01,79501539351,1711232647161,1711233545161
02,79628509461,1711232652161,1711234223161
01,79794413530,1711232676160,1711233674160
02,79366464833,1711232677160,1711233503160
01,79186270977,1711232681160,1711233593160
01,79186270977,1711232686160,1711232815160
02,79464398688,1711232715161,1711234310161
01,79842785814,1711232757161,1711233466161
01,79501539351,1711232777161,1711233480161
02,79784611858,1711232783160,1711232907160
01,79114819185,1711232819160,1711234127160
01,79268489450,1711232840161,1711232858161
02,79372779198,1711232840161,1711233843161
01,79366464833,1711232856160,1711233460160
01,79172406531,1711232870161,1711233594161
01,79366464833,1711232912160,1711232990160
02,79464398688,1711232949161,1711233157161
01,79501539351,1711232955161,1711234004161
02,79556669109,1711232968160,1711233347160
02,79114819185,1711232990160,1711233413160
02,79366464833,1711233016160,1711233313160
01,79628509461,1711233023161,1711233289161
01,79234790496,1711233033161,1711233044161
02,79268489450,1711233033161,1711234118161
01,79573534878,1711233044161,1711233924161
01,79268489450,1711233060161,1711233366161
01,79464398688,1711233090161,1711234169161
02,79556669109,1711233140160,1711234316160
01,79268489450,1711233144161,1711234109161
02,79372779198,1711233171161,1711234120161
01,79464398688,1711233180161,1711234327161
01,79794413530,1711233209161,1711233508161
01,79213430653,1711233209161,1711234304161
02,79628509461,1711233210161,1711233856161
02,79234790496,1711233264161,1711233604161
01,79186270977,1711233293160,1711233859160
01,79556669109,1711233315160,1711234226160
02,79432514476,1711233332161,1711234152161
02,79794413530,1711233338160,1711233963160
01,79544967932,1711233390161,1711233448161
02,79372779198,1711233405161,1711233870161
01,79481985824,1711233462161,1711233596161
01,79432514476,1711233539161,1711234172161
02,79544967932,1711233544161,1711233936161
02,79213430653,1711233589161,1711234287161
02,79213430653,1711233606161,1711234083161
02,79172406531,1711233616161,1711234188161
01,79114819185,1711233762160,1711233949160
01,79234790496,1711233781161,1711233992161
01,79234790496,1711233802161,1711234084161
02,79481985824,1711233811161,1711234114161
02,79556669109,1711233815160,1711234213160
01,79556669109,1711233853160,1711234225160
02,79186270977,1711233966160,1711234120160
02,79784611858,1711234145160,1711234205160
01,79268489450,1711234163161,1711234280161
02,79842785814,1711234208161,1711234233161
